txn_id,user_id,amount,txn_time,location,device_id,merchant_category,is_fraud
61,7201,1476.39,2025-06-07 06:52:43,Chennai,MacBook,Dining,0
62,3504,949.68,2025-06-12 10:02:38,Mumbai,iPhone,Dining,1
63,2489,5293.67,2025-06-06 17:22:31,Bangalore,MacBook,Travel,0
64,8744,1323.68,2025-07-02 06:48:30,Hyderabad,Tablet,Entertainment,0
65,1750,989.41,2025-06-06 16:43:20,Bangalore,iPhone,Electronics,0
66,6947,2347.22,2025-06-14 19:34:28,Mumbai,Tablet,Travel,0
67,3103,455.69,2025-06-22 23:58:29,Chennai,Linux_PC,Apparel,0
68,3646,4861.45,2025-06-09 05:13:12,Mumbai,iPhone,Electronics,0
69,1117,232.43,2025-07-01 01:15:43,Delhi,MacBook,Electronics,1
70,8962,13002.44,2025-06-15 08:24:14,Delhi,Linux_PC,Apparel,0
71,4611,4438.45,2025-07-01 12:01:54,Chennai,Tablet,Apparel,0
72,4456,664.62,2025-07-02 06:12:26,Bangalore,iPhone,Entertainment,0
73,4432,16.61,2025-06-05 07:50:40,Bangalore,MacBook,Groceries,0
74,6168,5069.69,2025-06-07 09:03:35,Chennai,Windows_PC,Electronics,1
75,7537,3681.29,2025-06-23 17:58:28,Hyderabad,Android_Phone,Electronics,0
76,7126,3916.99,2025-07-01 17:34:11,Bangalore,iPhone,Travel,0
77,5374,4425.64,2025-06-30 20:04:45,Bangalore,Windows_PC,Groceries,0
78,6038,230.79,2025-06-28 18:37:41,Kolkata,Windows_PC,Apparel,0
79,2049,1331.68,2025-06-18 18:08:23,Hyderabad,Android_Phone,Entertainment,0
80,6168,369.45,2025-06-16 01:21:22,Kolkata,Android_Phone,Groceries,1
81,3677,5965.59,2025-06-13 07:31:17,Mumbai,Android_Phone,Entertainment,0
82,7216,2928.9,2025-06-18 15:35:34,Bangalore,Linux_PC,Groceries,0
83,4814,1205.46,2025-06-14 23:37:53,Kolkata,Tablet,Travel,0
84,3803,197.0,2025-06-16 07:00:20,Mumbai,Android_Phone,Entertainment,0
85,5422,1117.47,2025-06-22 14:39:58,Mumbai,Android_Phone,Travel,0
86,8397,1179.94,2025-06-09 18:01:35,Bangalore,iPhone,Entertainment,0
87,9423,3923.63,2025-06-17 23:03:50,Chennai,Linux_PC,Electronics,0
88,2104,3044.67,2025-06-25 14:14:50,Delhi,Linux_PC,Electronics,0
89,3103,6546.76,2025-06-18 17:54:55,Hyderabad,iPhone,Dining,0
90,5386,1917.2,2025-06-06 22:03:39,Bangalore,Android_Phone,Travel,0
91,2169,382.12,2025-06-03 20:23:43,Kolkata,Android_Phone,Travel,0
92,7916,3747.38,2025-06-25 15:29:00,Hyderabad,Tablet,Groceries,0
93,6820,4291.18,2025-06-30 17:28:38,Delhi,iPhone,Dining,0
94,4981,2471.66,2025-06-08 06:01:43,Bangalore,MacBook,Entertainment,0
95,2169,4421.67,2025-06-06 22:53:49,Bangalore,iPhone,Entertainment,0
96,7912,2042.44,2025-06-29 11:55:54,Chennai,iPhone,Groceries,0
97,5808,2219.04,2025-06-13 17:53:05,Bangalore,Windows_PC,Groceries,0
98,6539,1673.44,2025-06-27 22:56:26,Delhi,MacBook,Travel,0
99,4257,77.24,2025-06-16 06:31:23,Bangalore,Windows_PC,Entertainment,0
100,2163,342.5,2025-06-09 19:51:55,Hyderabad,Windows_PC,Electronics,0
101,5010,95.8,2025-06-20 08:10:01,Delhi,Linux_PC,Travel,0
102,5342,3035.19,2025-06-06 17:41:23,Chennai,Windows_PC,Entertainment,0
103,1188,1132.19,2025-06-15 06:09:15,Hyderabad,Linux_PC,Electronics,0
104,9727,2131.31,2025-06-21 08:04:20,Delhi,Windows_PC,Electronics,0
105,2824,7143.8,2025-06-17 05:34:35,Hyderabad,Linux_PC,Entertainment,0
106,8749,860.22,2025-06-11 01:19:50,Kolkata,Tablet,Groceries,1
107,7543,1584.85,2025-06-24 16:03:51,Chennai,Android_Phone,Entertainment,0
108,7537,4226.25,2025-06-29 18:26:13,Bangalore,Tablet,Electronics,0
109,6168,779.42,2025-06-18 02:00:00,Hyderabad,Windows_PC,Entertainment,1
110,7916,240.31,2025-07-03 02:11:54,Bangalore,MacBook,Entertainment,1
111,1525,1026.42,2025-06-29 01:48:10,Hyderabad,iPhone,Groceries,1
112,7252,527.43,2025-06-03 18:39:24,Kolkata,MacBook,Entertainment,0
113,5803,7964.85,2025-06-30 07:42:02,Hyderabad,Linux_PC,Travel,0
114,2824,4952.66,2025-06-17 22:20:37,Bangalore,Windows_PC,Groceries,0
115,3060,3010.48,2025-06-08 10:13:45,Hyderabad,Tablet,Travel,0
116,9797,6154.56,2025-06-09 22:00:09,Kolkata,iPhone,Apparel,0
117,4981,4883.91,2025-06-16 05:40:02,Delhi,Tablet,Electronics,0
118,1344,619.49,2025-06-09 00:01:34,Kolkata,Linux_PC,Travel,1
119,1106,6692.44,2025-06-08 14:14:53,Delhi,Tablet,Travel,0
120,5741,2325.3,2025-06-30 06:05:40,Delhi,Android_Phone,Electronics,0
121,1053,4942.04,2025-06-10 22:39:07,Hyderabad,Android_Phone,Dining,0
122,8177,6792.73,2025-06-16 14:51:03,Hyderabad,iPhone,Entertainment,0
123,2743,1148.19,2025-06-17 01:48:43,Chennai,iPhone,Groceries,1
124,2049,349.78,2025-07-02 18:13:12,Kolkata,Android_Phone,Electronics,0
125,8428,776.06,2025-06-13 14:56:36,Delhi,Tablet,Apparel,0
126,4946,1671.17,2025-06-20 01:01:36,Delhi,Android_Phone,Dining,1
127,2584,5111.49,2025-06-13 06:45:01,Chennai,Tablet,Apparel,0
128,5342,5914.03,2025-06-16 05:06:20,Bangalore,MacBook,Apparel,0
129,7126,20.93,2025-06-27 22:23:11,Chennai,Linux_PC,Dining,0
130,7669,2144.63,2025-06-27 02:43:23,Chennai,MacBook,Travel,1
131,2545,1620.82,2025-06-15 14:07:10,Delhi,Tablet,Travel,0
132,1009,753.5,2025-06-05 20:43:38,Chennai,Tablet,Groceries,0
133,7873,383.04,2025-06-07 21:04:39,Kolkata,Windows_PC,Groceries,0
134,6155,1235.73,2025-06-23 23:02:37,Hyderabad,Android_Phone,Groceries,0
135,9085,8589.36,2025-06-16 19:53:52,Kolkata,iPhone,Entertainment,0
136,7304,1171.15,2025-06-05 12:54:25,Chennai,Windows_PC,Apparel,0
137,9279,2194.36,2025-06-03 13:40:23,Delhi,MacBook,Dining,0
138,3103,3642.26,2025-06-19 14:09:49,Kolkata,Android_Phone,Apparel,0
139,1409,1355.92,2025-06-09 17:57:29,Bangalore,Windows_PC,Dining,0
140,7252,10703.39,2025-06-16 02:44:32,Hyderabad,Tablet,Entertainment,1
141,6038,9846.03,2025-06-11 05:47:55,Hyderabad,iPhone,Dining,0
142,1188,870.18,2025-06-24 20:19:04,Chennai,Android_Phone,Dining,0
143,2163,2062.98,2025-06-30 04:17:47,Chennai,Tablet,Groceries,1
144,3591,1073.79,2025-06-24 03:50:00,Delhi,Linux_PC,Apparel,1
145,2679,1005.75,2025-06-30 15:02:45,Chennai,Linux_PC,Apparel,0
146,8359,112.75,2025-06-03 20:48:29,Kolkata,MacBook,Groceries,0
147,4150,2821.48,2025-06-08 19:53:05,Mumbai,Windows_PC,Dining,0
148,2827,2095.56,2025-06-07 01:12:27,Bangalore,Windows_PC,Dining,1
149,4598,158.55,2025-06-10 15:12:10,Chennai,Windows_PC,Electronics,0
150,4119,979.88,2025-06-29 21:12:03,Hyderabad,Android_Phone,Travel,0
151,4257,7166.58,2025-06-05 03:31:04,Kolkata,Android_Phone,Electronics,1
152,2169,821.58,2025-06-21 07:42:36,Delhi,Android_Phone,Apparel,0
153,2519,469.59,2025-07-01 16:12:54,Chennai,Tablet,Electronics,0
154,5554,2016.82,2025-06-30 05:16:50,Chennai,Tablet,Travel,0
155,7201,12732.11,2025-06-10 14:05:02,Hyderabad,Linux_PC,Entertainment,0
156,1887,831.43,2025-06-24 06:16:48,Delhi,Windows_PC,Electronics,0
157,2084,3345.47,2025-06-09 14:01:37,Hyderabad,Tablet,Dining,0
158,8953,4301.66,2025-06-05 10:16:34,Delhi,Android_Phone,Apparel,0
159,7118,814.0,2025-06-18 08:41:21,Delhi,Android_Phone,Entertainment,0
160,4750,3908.25,2025-06-21 02:23:31,Hyderabad,Android_Phone,Apparel,1
161,1520,1375.57,2025-06-05 08:01:23,Bangalore,Linux_PC,Dining,0
162,4257,3001.51,2025-06-20 18:25:12,Hyderabad,Tablet,Travel,0
163,7252,3011.51,2025-06-13 14:17:56,Chennai,Android_Phone,Dining,0
164,9479,2302.16,2025-06-15 12:15:55,Chennai,Tablet,Groceries,0
165,8744,283.89,2025-06-08 09:18:19,Hyderabad,Tablet,Travel,0
166,2832,5410.93,2025-06-20 13:36:27,Chennai,MacBook,Dining,0
167,3705,1160.43,2025-06-30 13:51:13,Bangalore,Windows_PC,Groceries,0
168,5557,619.3,2025-06-23 03:00:22,Bangalore,MacBook,Groceries,1
169,2545,124.89,2025-06-10 21:36:35,Chennai,Linux_PC,Apparel,0
170,3340,2681.34,2025-06-14 21:21:40,Mumbai,MacBook,Travel,0
171,7227,3395.56,2025-06-11 06:52:13,Bangalore,Windows_PC,Travel,0
172,5342,50.18,2025-06-11 23:49:23,Kolkata,Windows_PC,Apparel,0
173,1750,2152.89,2025-06-23 09:54:00,Mumbai,iPhone,Entertainment,0
174,4946,770.47,2025-06-04 14:25:13,Delhi,Tablet,Dining,0
175,9317,3108.37,2025-06-12 02:30:45,Chennai,Android_Phone,Electronics,1
176,1525,574.81,2025-06-19 12:33:58,Delhi,MacBook,Entertainment,0
177,1344,3522.64,2025-06-23 09:13:22,Hyderabad,Windows_PC,Dining,0
178,3287,1466.88,2025-06-15 10:40:40,Chennai,Tablet,Apparel,0
179,2160,8281.03,2025-06-16 08:23:36,Chennai,Windows_PC,Travel,0
180,6514,443.83,2025-06-11 03:01:16,Kolkata,iPhone,Travel,1
181,6514,1251.4,2025-06-08 15:28:57,Kolkata,Linux_PC,Entertainment,0
182,5554,361.33,2025-06-21 23:14:08,Kolkata,MacBook,Travel,0
183,8062,7758.57,2025-06-05 06:39:34,Hyderabad,Linux_PC,Travel,0
184,4733,6295.0,2025-06-26 05:56:09,Bangalore,iPhone,Travel,0
185,5012,894.98,2025-06-14 04:41:46,Kolkata,Linux_PC,Groceries,1
186,5422,3236.29,2025-06-13 02:03:41,Mumbai,Android_Phone,Apparel,1
187,4752,5098.45,2025-06-25 17:50:03,Kolkata,iPhone,Entertainment,0
188,9317,2430.4,2025-06-20 08:55:25,Mumbai,Android_Phone,Apparel,0
189,5315,2262.84,2025-06-18 05:06:55,Chennai,Windows_PC,Groceries,0
190,3803,830.63,2025-06-14 10:42:36,Chennai,Android_Phone,Electronics,0
191,9928,293.18,2025-06-14 05:16:01,Hyderabad,Tablet,Entertainment,0
192,1711,6825.37,2025-06-04 13:06:47,Hyderabad,Windows_PC,Electronics,0
193,6514,6920.32,2025-06-12 18:33:17,Hyderabad,MacBook,Apparel,0
194,6107,3008.01,2025-06-22 17:47:19,Delhi,Linux_PC,Dining,0
195,9797,1242.14,2025-06-19 07:59:42,Bangalore,Linux_PC,Dining,0
196,6107,1288.7,2025-06-16 22:08:17,Mumbai,Linux_PC,Entertainment,0
197,6804,3883.4,2025-06-06 18:25:23,Delhi,Tablet,Groceries,0
198,4611,6822.29,2025-06-16 22:44:47,Delhi,iPhone,Groceries,0
199,9785,6543.4,2025-06-20 10:39:25,Mumbai,MacBook,Dining,0
200,8433,4540.69,2025-06-28 03:02:34,Bangalore,Android_Phone,Groceries,1
201,1916,3081.93,2025-06-22 19:12:04,Kolkata,Windows_PC,Entertainment,0
202,9928,263.68,2025-06-29 10:16:43,Kolkata,iPhone,Travel,0
203,7118,528.88,2025-06-19 11:21:35,Hyderabad,Tablet,Groceries,0
204,6038,6864.69,2025-06-04 17:41:57,Delhi,Tablet,Groceries,0
205,6635,2797.48,2025-06-08 23:55:30,Mumbai,Android_Phone,Groceries,0
206,5342,27.72,2025-06-16 01:52:47,Kolkata,Linux_PC,Travel,1
207,2876,320.99,2025-06-12 01:35:19,Mumbai,MacBook,Entertainment,1
208,7572,3267.49,2025-07-01 13:58:41,Kolkata,MacBook,Travel,0
209,2743,15.22,2025-06-16 06:49:58,Chennai,Android_Phone,Apparel,0
210,5119,525.95,2025-06-05 06:06:54,Kolkata,Windows_PC,Apparel,0
211,1106,2387.09,2025-06-08 15:50:25,Delhi,Tablet,Apparel,0
212,3286,3531.95,2025-07-02 08:35:53,Kolkata,Windows_PC,Apparel,0
213,2588,3166.32,2025-06-24 11:50:44,Delhi,MacBook,Apparel,0
214,4598,761.85,2025-06-20 04:17:48,Delhi,Linux_PC,Dining,1
215,9479,3736.25,2025-06-18 15:00:10,Chennai,Android_Phone,Dining,0
216,8517,812.47,2025-06-24 13:58:40,Bangalore,Tablet,Electronics,0
217,7482,1180.9,2025-07-02 19:49:36,Chennai,Tablet,Dining,0
218,3504,4117.07,2025-06-28 05:23:35,Hyderabad,Android_Phone,Dining,0
219,3803,3146.32,2025-06-09 00:16:45,Bangalore,Android_Phone,Dining,1
220,9837,5675.87,2025-06-22 02:19:38,Mumbai,Tablet,Apparel,1
221,8123,3215.44,2025-07-01 09:18:57,Chennai,Android_Phone,Groceries,0
222,7537,2520.13,2025-06-12 15:00:00,Chennai,Tablet,Dining,0
223,4814,295.07,2025-06-15 18:18:55,Bangalore,Linux_PC,Groceries,0
224,2876,1375.25,2025-06-05 13:15:22,Kolkata,MacBook,Electronics,0
225,8177,924.48,2025-06-24 13:35:09,Hyderabad,iPhone,Entertainment,0
226,1949,839.1,2025-06-03 11:30:45,Mumbai,Linux_PC,Dining,0
227,4527,10836.93,2025-06-28 15:17:35,Chennai,Android_Phone,Entertainment,0
228,5889,1498.16,2025-06-29 12:53:03,Kolkata,Windows_PC,Apparel,0
229,7304,6678.17,2025-06-12 23:06:17,Chennai,MacBook,Groceries,0
230,5333,2992.0,2025-06-21 01:53:27,Chennai,iPhone,Apparel,1
231,3646,4751.48,2025-06-24 08:02:24,Kolkata,iPhone,Electronics,0
232,7304,2095.31,2025-06-06 19:04:03,Bangalore,Linux_PC,Travel,0
233,6313,2580.47,2025-06-19 10:15:11,Kolkata,Windows_PC,Apparel,0
234,6539,2034.88,2025-06-18 15:16:49,Chennai,iPhone,Dining,0
235,3287,651.64,2025-06-09 10:44:28,Bangalore,Linux_PC,Apparel,0
236,4483,3845.29,2025-06-17 23:26:34,Delhi,Tablet,Groceries,0
237,7065,988.73,2025-06-28 00:22:57,Chennai,Android_Phone,Travel,1
238,7669,73.85,2025-06-18 09:53:05,Chennai,Tablet,Dining,0
239,1344,3110.91,2025-06-23 05:21:16,Kolkata,iPhone,Dining,0
240,2519,584.8,2025-06-19 05:34:22,Hyderabad,Linux_PC,Travel,0
241,2876,8463.25,2025-06-22 22:22:21,Mumbai,Linux_PC,Dining,0
242,6635,9232.69,2025-06-17 18:00:19,Chennai,Tablet,Groceries,0
243,3677,7390.53,2025-06-30 07:28:46,Bangalore,Linux_PC,Entertainment,0
244,4611,1386.86,2025-06-09 13:50:35,Bangalore,Tablet,Apparel,0
245,6155,46.73,2025-06-12 17:03:07,Kolkata,Tablet,Dining,0
246,7912,7906.57,2025-06-23 19:23:51,Hyderabad,Android_Phone,Groceries,0
247,1916,1676.81,2025-06-21 19:16:42,Delhi,Tablet,Electronics,0
248,7924,10202.53,2025-06-11 20:17:55,Kolkata,Tablet,Electronics,0
249,1514,9941.21,2025-07-03 06:40:08,Bangalore,Android_Phone,Electronics,0
250,4811,5752.16,2025-07-01 00:35:52,Bangalore,Windows_PC,Travel,1
251,5119,1046.33,2025-06-18 00:10:27,Delhi,iPhone,Apparel,1
252,2040,1458.88,2025-06-23 02:39:14,Hyderabad,Tablet,Groceries,1
253,2291,5714.18,2025-06-29 23:56:07,Delhi,Android_Phone,Apparel,0
254,6107,1143.44,2025-06-03 10:00:54,Kolkata,iPhone,Dining,0
255,6635,557.16,2025-06-18 03:34:55,Delhi,MacBook,Entertainment,1
256,9751,2441.21,2025-06-17 07:49:15,Chennai,Windows_PC,Entertainment,1
257,3591,8253.88,2025-06-13 14:25:22,Bangalore,Tablet,Apparel,0
258,9797,3572.48,2025-06-24 06:23:53,Bangalore,Linux_PC,Travel,0
259,8668,2532.34,2025-07-01 13:16:24,Kolkata,Windows_PC,Dining,0
260,5741,306.68,2025-07-02 20:21:15,Chennai,MacBook,Electronics,0
261,2133,2863.59,2025-06-19 00:59:23,Bangalore,Linux_PC,Travel,1
262,2160,13831.71,2025-06-25 23:17:33,Bangalore,Android_Phone,Entertainment,0
263,5506,452.76,2025-06-24 20:15:36,Hyderabad,Tablet,Entertainment,0
264,4470,2191.49,2025-06-24 20:41:44,Kolkata,MacBook,Travel,0
265,3664,6295.83,2025-06-13 18:31:20,Hyderabad,Windows_PC,Groceries,0
266,6107,4050.1,2025-06-28 05:06:11,Bangalore,Tablet,Entertainment,0
267,1964,3582.22,2025-06-26 08:50:38,Delhi,Tablet,Electronics,0
268,5061,3636.86,2025-06-11 15:14:49,Mumbai,Windows_PC,Dining,0
269,7543,1336.48,2025-06-07 12:20:10,Kolkata,iPhone,Electronics,0
270,9179,1042.69,2025-06-17 04:10:38,Kolkata,MacBook,Groceries,1
271,2307,4972.12,2025-06-28 10:05:14,Delhi,Linux_PC,Travel,0
272,7216,4983.98,2025-06-19 16:03:53,Delhi,Windows_PC,Dining,0
273,1525,6053.85,2025-06-07 22:20:46,Kolkata,Windows_PC,Electronics,0
274,7873,7333.85,2025-06-14 19:11:02,Delhi,iPhone,Entertainment,0
275,2796,2148.28,2025-06-18 11:12:25,Hyderabad,Windows_PC,Electronics,0
276,5012,2088.55,2025-06-14 07:16:03,Bangalore,Linux_PC,Electronics,0
277,1117,4802.85,2025-06-13 01:32:43,Kolkata,Tablet,Travel,1
278,3103,3149.16,2025-06-10 13:13:19,Chennai,Tablet,Travel,0
279,7065,3631.65,2025-06-04 13:59:59,Chennai,Android_Phone,Apparel,0
280,2290,4765.86,2025-06-05 15:23:06,Bangalore,Linux_PC,Groceries,0
281,9479,6621.97,2025-06-15 06:48:16,Chennai,Tablet,Travel,0
282,4527,1237.45,2025-06-26 11:06:58,Delhi,Android_Phone,Electronics,0
283,2743,1412.81,2025-07-03 01:43:40,Mumbai,Android_Phone,Groceries,1
284,2832,296.09,2025-06-06 22:23:35,Delhi,MacBook,Dining,0
285,7669,2590.24,2025-06-25 12:08:25,Kolkata,Linux_PC,Dining,0
286,3167,109.81,2025-06-23 12:24:03,Delhi,MacBook,Entertainment,0
287,9317,1879.82,2025-07-01 08:14:50,Hyderabad,MacBook,Travel,0
288,6930,2346.88,2025-06-12 20:04:32,Delhi,MacBook,Dining,0
289,8019,1012.89,2025-06-22 00:54:34,Mumbai,Tablet,Travel,1
290,6038,2680.9,2025-06-27 09:32:00,Kolkata,Windows_PC,Electronics,0
291,1750,92.93,2025-06-22 19:10:17,Mumbai,MacBook,Electronics,0
292,2982,114.19,2025-06-15 05:48:16,Kolkata,Linux_PC,Electronics,0
293,8517,5188.05,2025-06-10 13:28:31,Delhi,iPhone,Apparel,0
294,6804,1339.76,2025-06-03 16:00:08,Hyderabad,iPhone,Apparel,0
295,7065,407.67,2025-06-08 13:43:31,Bangalore,iPhone,Apparel,1
296,5333,2215.96,2025-06-24 00:52:24,Delhi,Linux_PC,Travel,1
297,5803,4408.94,2025-06-14 00:30:38,Mumbai,Tablet,Electronics,1
298,7224,729.35,2025-06-11 22:27:54,Mumbai,Windows_PC,Groceries,0
299,4657,2925.66,2025-06-28 13:00:24,Delhi,Windows_PC,Electronics,0
300,7252,267.63,2025-06-25 22:46:55,Hyderabad,Android_Phone,Entertainment,0
301,5371,159.2,2025-06-05 20:03:03,Bangalore,Linux_PC,Apparel,0
302,4258,2273.73,2025-06-30 10:58:01,Delhi,Linux_PC,Electronics,0
303,6539,2333.73,2025-06-15 11:52:45,Hyderabad,Windows_PC,Dining,0
304,9935,3043.61,2025-06-09 06:56:06,Mumbai,MacBook,Dining,0
305,5552,3884.88,2025-06-25 13:21:31,Chennai,Tablet,Dining,0
306,4611,11170.67,2025-06-09 20:53:36,Bangalore,Linux_PC,Groceries,0
307,5422,2178.87,2025-06-25 22:53:26,Hyderabad,Tablet,Apparel,0
308,9179,1170.06,2025-06-29 04:21:20,Chennai,Linux_PC,Apparel,1
309,1525,4756.96,2025-06-30 12:44:14,Chennai,Linux_PC,Apparel,0
310,2160,947.55,2025-07-02 07:17:40,Mumbai,Tablet,Entertainment,0
311,1949,1733.95,2025-06-18 19:13:16,Kolkata,iPhone,Dining,0
312,3664,245.12,2025-06-24 21:10:39,Chennai,Windows_PC,Dining,0
313,3167,77.03,2025-07-03 03:20:02,Mumbai,Windows_PC,Dining,1
314,4456,9862.14,2025-06-27 21:39:05,Kolkata,Windows_PC,Travel,0
315,4750,5423.3,2025-06-24 02:43:52,Chennai,Android_Phone,Electronics,1
316,8359,3571.93,2025-06-29 23:51:33,Mumbai,MacBook,Electronics,0
317,4593,1577.58,2025-06-25 01:04:09,Delhi,Linux_PC,Electronics,1
318,8787,570.92,2025-06-11 02:58:28,Hyderabad,Linux_PC,Travel,1
319,4608,510.36,2025-06-26 10:34:40,Mumbai,MacBook,Travel,0
320,2545,864.02,2025-06-25 05:54:41,Chennai,Tablet,Electronics,0
321,9645,2390.37,2025-06-15 23:31:20,Bangalore,Windows_PC,Electronics,0
322,7227,3761.55,2025-06-15 09:35:50,Delhi,Tablet,Dining,0
323,5552,3238.17,2025-06-16 20:38:00,Bangalore,Linux_PC,Travel,0
324,4598,985.24,2025-06-28 16:54:01,Hyderabad,iPhone,Dining,0
325,7939,9294.31,2025-06-26 22:08:19,Hyderabad,Linux_PC,Entertainment,0
326,2679,4017.05,2025-06-15 00:17:01,Hyderabad,Tablet,Entertainment,1
327,8573,2424.69,2025-06-16 17:28:17,Mumbai,iPhone,Travel,0
328,2084,2838.09,2025-06-24 18:01:51,Bangalore,Windows_PC,Electronics,0
329,6635,1632.11,2025-06-07 03:49:00,Hyderabad,Tablet,Dining,1
330,4257,853.98,2025-06-17 06:26:22,Delhi,Tablet,Entertainment,0
331,1106,1320.04,2025-06-14 18:44:49,Kolkata,Linux_PC,Groceries,0
332,2827,4254.55,2025-06-16 14:06:47,Bangalore,iPhone,Travel,0
333,9179,43.49,2025-06-19 16:49:58,Hyderabad,Linux_PC,Electronics,0
334,8527,370.14,2025-06-18 22:01:51,Delhi,Linux_PC,Electronics,0
335,7216,141.28,2025-06-29 14:51:54,Chennai,Tablet,Dining,0
336,9797,124.74,2025-06-07 07:25:19,Chennai,Windows_PC,Groceries,0
